listing_id	listing_title	user_id	created_at	updated_at	status	category	order_type	price	currency	pricing_unit	main_image_url	type_salle	type_salle_danse	eclairage	rideaux
1909537	"SALLE DE CIRQUE ""COTE COULISSES"""	xCqJnPyv_UtGcaWjNQnNdA	2023-01-27 14:42:03	2023-01-31 10:43:38	Ouverte	/ Et si on répétait /	Location à l'heure	32.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5298247/original/photo_petite_salle__1_.jpg?1674830497	grande	false	Bon	false

1909533	"SALLE DE CIRQUE ""COTE PISTE"""	xCqJnPyv_UtGcaWjNQnNdA	2023-01-27 14:31:59	2023-01-31 10:43:39	Ouverte	/ Et si on répétait /	Location à la journée	225.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5298239/original/phoro_grande_salle.jpg?1674829913	grande	false	Bon	false

1909531	"SALLE DE CIRQUE ""COTE PISTE"""	xCqJnPyv_UtGcaWjNQnNdA	2023-01-27 14:30:42	2023-01-31 10:43:39	Ouverte	/ Et si on répétait /	location par demi journée (4h)	121.00	EUR	par demi-journée	https://user-assets.sharetribe.com/images/listing_images/images/5298237/original/phoro_grande_salle.jpg?1674829836	moyenne	true	Bon	false

1909529	"SALLE DE CIRQUE ""COTE PISTE"""	xCqJnPyv_UtGcaWjNQnNdA	2023-01-27 14:28:02	2023-01-31 10:43:39	Ouverte	/ Et si on répétait /	Location à l'heure	32.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5298234/original/phoro_grande_salle.jpg?1674829579	moyenne	true	Bon	false

1909483	Grande salle évènementielle sur Viry Chatillon	oMG2CFs7H3yvcFyy42wJRA	2023-01-27 11:27:51	2023-02-08 20:59:33	Ouverte	/ Et si on répétait /	Location à la journée	380.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5298065/original/img_20200226_122507.jpg?1674818831	moyenne	true	Bon	false

1909481	Grande salle évènementielle sur Viry Chatillon	oMG2CFs7H3yvcFyy42wJRA	2023-01-27 11:24:17	2023-02-08 08:25:43	Ouverte	/ Et si on répétait /	location par demi journée (4h)	228.00	EUR	par demi-journée	https://user-assets.sharetribe.com/images/listing_images/images/5298060/original/whatsapp_image_2022-12-13___17_07_52.jpg?1674818562	moyenne	true	Bon	false

1909329	Salle de danse/ Yoga à Nancras 17	DKFb8DsHj65GqKsF4QU0Kg	2023-01-26 17:11:46	2023-01-27 17:52:57	Ouverte	/ Et si on répétait /	location 1 semaine	500.00	EUR	par semaine	https://user-assets.sharetribe.com/images/listing_images/images/5297458/original/72753318_1367643783401368_3307580866137423872_n.jpg?1674752732	moyenne	true	Bon	false

1909326	loc demi journée 4 à 5h	DKFb8DsHj65GqKsF4QU0Kg	2023-01-26 17:02:34	2023-01-27 09:42:34	Ouverte	/ Et si on répétait /	location par demi journée (4h)	50.00	EUR	par demi-journée	https://user-assets.sharetribe.com/images/listing_images/images/5297456/original/14883588_677656082400145_7570374800094808458_o.jpg?1674752501	moyenne	true	Bon	false

1909320	Salle de répétition insonorisée à Viry Chatillon	oMG2CFs7H3yvcFyy42wJRA	2023-01-26 16:48:41	2023-02-14 15:10:09	Ouverte	/ Et si on répétait /	Location à la journée	120.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5297453/original/salle_repetition.jpg?1674751717	moyenne	true	Bon	false

1909318	Salle de répétition insonorisée à Viry Chatillon	oMG2CFs7H3yvcFyy42wJRA	2023-01-26 16:44:29	2023-02-14 15:09:46	Ouverte	/ Et si on répétait /	location par demi journée (4h)	75.00	EUR	par demi-journée	https://user-assets.sharetribe.com/images/listing_images/images/5297452/original/salle_repetition.jpg?1674751232	moyenne	true	Bon	false

1909269	STUDIO DE DANSE- SALLE DE COURS OU DE REPETITIONS	xCqJnPyv_UtGcaWjNQnNdA	2023-01-26 13:49:51	2023-01-27 09:42:35	Ouverte	/ Et si on répétait /	Location à la journée	225.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5297298/original/img_7520.jpg?1674740979	moyenne	true	Bon	false

1909268	STUDIO DE DANSE- SALLE DE COURS OU DE REPETITIONS	xCqJnPyv_UtGcaWjNQnNdA	2023-01-26 13:48:10	2023-01-27 09:42:35	Ouverte	/ Et si on répétait /	location par demi journée (4h)	115.00	EUR	par demi-journée	https://user-assets.sharetribe.com/images/listing_images/images/5297295/original/img_7520.jpg?1674740881	moyenne	true	Bon	false

1909264	STUDIO DE DANSE- SALLE DE COURS OU DE REPETITIONS	xCqJnPyv_UtGcaWjNQnNdA	2023-01-26 13:31:20	2023-01-27 09:42:35	Ouverte	/ Et si on répétait /	Location à l'heure	32.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5297282/original/img_7520.jpg?1674739533	moyenne	true	Bon	false

1908272	Salle de danse/ Yoga à Nancras 17	DKFb8DsHj65GqKsF4QU0Kg	2023-01-23 13:04:31	2023-01-25 09:05:07	Ouverte	/ Et si on répétait /	Location à l'heure	12.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5294278/original/50777726_2163350503685257_6873191032272453632_n_2163346983685609.jpg?1674478707	moyenne	true	Bon	false

1907332	Guigui	-r6z9feLe8KKbYex_Y4cNg	2023-01-20 16:49:43	2023-01-20 16:49:43	Rejetée	/ Et si on répétait /	Location à l'heure	250.00	EUR	par heure 	moyenne	true	Bon	false	

1907211	Le Cerisier	7xWJY3oebChkWjBSXjCpKA	2023-01-20 09:18:17	2023-01-20 12:02:45	Ouverte	/ Et si on répétait /	location par demi journée (4h)	50.00	EUR	par demi-journée	https://user-assets.sharetribe.com/images/listing_images/images/5290608/original/cerisier.jpg?1674206276	moyenne	true	Bon	false

1906549	salle théâtrale 	GH-Yd0MIn-eOAnwaHXYvmA	2023-01-18 13:54:56	2023-01-18 14:33:55	Ouverte	/ Et si on répétait /	Location à l'heure	50.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5288466/original/do-sport.jpeg?1674050061	moyenne	true	Bon	false

1906153	Salle de travail + hébergements dans la campagne gersoise	_h1wxSwUFCW8wjtr2vM-uQ	2023-01-17 09:47:32	2023-01-17 16:37:25	Ouverte	/ Et si on répétait /	Location à la journée	70.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5287330/original/au_brana.png?1673948566	moyenne	true	Bon	false

1905776	salle de danse, yoga, pilâtes etc. 	5DRCM3zIjHR6TsE59RNa4w	2023-01-16 13:41:01	2023-01-17 16:37:34	Ouverte	/ Et si on répétait /	Location à l'heure	52.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5286371/original/img_0720.jpg?1673876294	moyenne	true	Bon	false

1905766	STUDIO DANSE PARIS (Etienne Marcel / châtelet)	gt2Hw_FIQdSxMTlqn7Y9Mw	2023-01-16 13:04:39	2023-01-17 16:37:44	Ouverte	/ Et si on répétait /	Location à l'heure	16.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5286351/original/03e29d12-e687-4074-96ea-10ab19864f46.jpg?1673874190	moyenne	true	Bon	false

1903650	Salle de travail + hébergements dans la campagne gersoise	_h1wxSwUFCW8wjtr2vM-uQ	2023-01-11 08:21:20	2023-01-12 09:34:35	Ouverte	/ Et si on répétait /	location 1 semaine	350.00	EUR	par semaine	https://user-assets.sharetribe.com/images/listing_images/images/5280366/original/au_brana.png?1673425138	moyenne	true	Bon	false

1903299	Théâtre de l'Atelier - Salle de Répétition	uzjgwPHT5dbB6zwfwWJwcQ	2023-01-10 14:14:19	2023-01-10 14:14:19	Ouverte	/ Et si on répétait /	Location à l'heure	40.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5279456/original/salle_de_repetition.jpg?1673360029	moyenne	true	Bon	false

1903268	salle polyvalente	GH-Yd0MIn-eOAnwaHXYvmA	2023-01-10 10:54:25	2023-01-17 16:38:10	Ouverte	/ Et si on répétait /	Location à l'heure	40.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5279345/original/img_7269.jpeg?1673347374	moyenne	true	Bon	false

1900513	Belle salle en campagne	ygEM29KGK3C6dJXhUCwaNQ	2023-01-03 22:53:55	2023-01-30 18:36:58	Ouverte	/ Et si on répétait /	location 1 semaine	350.00	EUR	par semaine	https://user-assets.sharetribe.com/images/listing_images/images/5270749/original/salle_3.jpg?1672786310	moyenne	true	Bon	false

1900354	Belle salle en campagne	ygEM29KGK3C6dJXhUCwaNQ	2023-01-03 17:24:04	2023-01-05 09:35:48	Ouverte	/ Et si on répétait /	Location à la journée	80.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5270304/original/saal01.jpg?1672765828	moyenne	true	Bon	false

1893484	Mise à disposition d'une salle de sport  à Viry Chatillon	oMG2CFs7H3yvcFyy42wJRA	2022-12-13 15:06:25	2023-02-14 15:10:55	Ouverte	/ Et si on répétait /	location par demi journée (4h)	70.00	EUR	par demi-journée	https://user-assets.sharetribe.com/images/listing_images/images/5297459/original/whatsapp_image_2022-11-17___13_30_47.jpg?1674752996	moyenne	true	Bon	false

1888046	Et si vous veniez répéter à Blois en soirée ? 	-MghvRej7QeDZRvQJ0DjlA	2022-12-02 13:42:26	2022-12-02 15:09:20	Ouverte	/ Et si on répétait /	Location à l'heure	20.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5229251/original/entre_e_re_union.jpg?1669988470	moyenne	true	Bon	false

1887263	Espace Artistique, Répétition, Résidence, Ateliers, Stages	4UCdpELioQdULz7aShWaZQ	2022-11-30 13:08:46	2022-12-02 09:46:03	Ouverte	/ Et si on répétait /	Location à la journée	70.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5226475/original/img_4645.jpg?1669813723	moyenne	true	Bon	false

1887256	Espace Artistique, Répétition, Résidence, Ateliers	4UCdpELioQdULz7aShWaZQ	2022-11-30 12:55:39	2022-12-02 09:46:03	Ouverte	/ Et si on répétait /	location par demi journée (4h)	50.00	EUR	par demi-journée	https://user-assets.sharetribe.com/images/listing_images/images/5226464/original/img_4645.jpg?1669812904	grande	true	mauvais	false

1886693	Et si vous veniez répéter à Blois à la journée ?	-MghvRej7QeDZRvQJ0DjlA	2022-11-29 11:40:47	2022-12-02 15:08:36	Ouverte	/ Et si on répétait /	Location à la journée	100.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5224360/original/316237483_1071998273679971_9205918206421150746_n.jpg?1669721983	grande	true	mauvais	false

1886692	Une répétition à Blois, sur une demi-journée ? 	-MghvRej7QeDZRvQJ0DjlA	2022-11-29 11:36:31	2022-11-30 18:09:25	Ouverte	/ Et si on répétait /	location par demi journée (4h)	50.00	EUR	par demi-journée	https://user-assets.sharetribe.com/images/listing_images/images/5224354/original/316237483_1071998273679971_9205918206421150746_n.jpg?1669721555	grande	true	mauvais	false

1881341	Un espace dégagé pour toutes vos créations	hWGZUdL3Bfk_NNc-_dMdqg	2022-11-15 14:08:42	2022-12-15 09:13:51	Ouverte	/ Et si on répétait /	location par demi journée (4h)	60.00	EUR	par demi-journée	https://user-assets.sharetribe.com/images/listing_images/images/5247897/original/_o3b5155.jpg?1671028545	grande	true	mauvais	false

1881338	Un espace dégagé pour toutes vos créations	hWGZUdL3Bfk_NNc-_dMdqg	2022-11-15 13:58:20	2022-12-15 09:15:07	Ouverte	/ Et si on répétait /	Location à la journée	120.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5247894/original/_o3b5155.jpg?1671028480	grande	true	mauvais	false

1881336	Un espace dégagé pour toutes vos créations	hWGZUdL3Bfk_NNc-_dMdqg	2022-11-15 13:54:28	2022-12-15 09:15:37	Ouverte	/ Et si on répétait /	Location à l'heure	18.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5247891/original/_o3b5155.jpg?1671028413	grande	true	mauvais	false

1877253	Salle 3 à la journée le weekend	4XSNheAHD1snBOxaSEAZDA	2022-11-05 18:29:00	2022-12-21 22:37:04	Ouverte	/ Et si on répétait /	Location à la journée	200.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5214056/original/img_8069.jpg?1669106216	grande	true	mauvais	false

1877251	Salle 2 à la journée le weekend	4XSNheAHD1snBOxaSEAZDA	2022-11-05 18:25:22	2022-11-22 10:58:07	Ouverte	/ Et si on répétait /	Location à la journée	150.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5214065/original/img_8233__1_.jpg?1669106310	grande	true	mauvais	false

1877250	Salle 1 à la journée le week-end	4XSNheAHD1snBOxaSEAZDA	2022-11-05 18:23:21	2022-11-22 08:35:33	Ouverte	/ Et si on répétait /	Location à la journée	100.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5214052/original/img_9748.jpg?1669106067	grande	true	mauvais	false

1877127	Salle 2 à l'heure (semaine ou week-end)	4XSNheAHD1snBOxaSEAZDA	2022-11-05 14:27:15	2022-11-22 10:56:26	Ouverte	/ Et si on répétait /	Location à l'heure	45.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5214019/original/img_8069.jpg?1669105907	grande	true	mauvais	false

1877126	Salle 3 à l'heure (semaine ou week-end)	4XSNheAHD1snBOxaSEAZDA	2022-11-05 14:24:05	2022-11-22 10:57:03	Ouverte	/ Et si on répétait /	Location à l'heure	35.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5214012/original/img_8233__1_.jpg?1669105747	grande	true	mauvais	false

1877120	Salle 1 à l'heure (semaine ou week-end)	4XSNheAHD1snBOxaSEAZDA	2022-11-05 14:13:47	2022-11-22 10:57:36	Ouverte	/ Et si on répétait /	Location à l'heure	25.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5213989/original/img_9748.jpg?1669104900	grande	true	mauvais	false

1876466	Atelier Papillon	r4Kxk77SY0qYyssVFKZyDw	2022-11-03 23:35:31	2022-11-13 09:41:44	Ouverte	/ Et si on répétait /	Location à l'heure	20.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5184862/original/img_3188.jpeg?1667555881	grande	true	mauvais	true

1865344	STUDIO DE REPETITION en solo, près de Paris	BrEmOsLIlh3AlleWeBVUjg	2022-10-13 12:41:11	2022-10-13 15:09:00	Close	/ Et si on répétait /	Location à l'heure	10.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5146190/original/s7c-studio-4.jpg?1665664832	grande	true	mauvais	true

1864676	Location à la Journée Chambre Noire 	w-EXv8wco9YDYMmQGxPTFA	2022-10-12 07:17:13	2022-10-27 12:43:59	Ouverte	/ Et si on répétait /	Location à la journée	100.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5172375/original/220107-villeurbanne-swing-academy-la-chambre-noire-lyon5-jpj-04144-800x450.jpg?1666874344	grande	true	mauvais	true

1864672	Location scène la Chambre Noire 	w-EXv8wco9YDYMmQGxPTFA	2022-10-12 07:11:24	2022-10-27 12:43:09	Ouverte	/ Et si on répétait /	Location à l'heure	25.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5172379/original/220107-villeurbanne-swing-academy-la-chambre-noire-lyon5-jpj-04144-800x450.jpg?1666874508	grande	true	mauvais	true

1859780	Studio de danse 	nueaCC9Qp7ojmwrzRj9hEA	2022-10-01 19:23:53	2022-10-02 09:06:37	Ouverte	/ Et si on répétait /	Location à l'heure	40.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5126756/original/9382d22d-e815-46bf-916f-4dbc14ba5d5e.jpg?1664652188	grande	true	mauvais	true

1859774	Salle de danse	nueaCC9Qp7ojmwrzRj9hEA	2022-10-01 19:10:26	2022-10-02 10:06:39	Ouverte	/ Et si on répétait /	Location à la journée	340.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5126734/original/9382d22d-e815-46bf-916f-4dbc14ba5d5e.jpg?1664650917	grande	true	mauvais	true

1829593	Cabaret-Théâtre L'étoile bleue / Location Semaine	xzZitiAQfRZCqP69Q_FKUQ	2022-07-28 07:28:54	2022-07-28 09:27:15	Ouverte	/ Et si on répétait /	location 1 semaine	4200.00	EUR	par semaine	https://user-assets.sharetribe.com/images/listing_images/images/5030459/original/photo_salle_1.png?1658993369	grande	true	mauvais	true

1829588	Cabaret-Théâtre L'étoile bleue	xzZitiAQfRZCqP69Q_FKUQ	2022-07-28 07:24:25	2022-07-28 09:27:16	Ouverte	/ Et si on répétait /	Location à la journée	1140.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/5030439/original/photo_salle_1.png?1658992893	grande	true	mauvais	true

1828422	Cabaret-Théâtre L'étoile bleue	xzZitiAQfRZCqP69Q_FKUQ	2022-07-27 14:50:03	2022-07-28 09:27:16	Ouverte	/ Et si on répétait /	Location à l'heure	120.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/5028472/original/photo_salle_1.png?1658933243	grande	true	mauvais	true

1816499	salle de castings, ateliers théâtres, danses & répétions  	2-4WPbpFzM6wfzWbL3ygkg	2022-07-12 20:00:09	2023-01-31 08:00:12	Ouverte	/ Et si on répétait /	location 1 semaine	50.00	EUR	par semaine	https://user-assets.sharetribe.com/images/listing_images/images/4999416/original/50_c_-_copie_-_copie.jpg?1657655984	grande	true	mauvais	true

1816478	salle de castings, ateliers théâtres, danses & répétions  	2-4WPbpFzM6wfzWbL3ygkg	2022-07-12 18:22:32	2022-07-13 10:16:59	Ouverte	/ Et si on répétait /	Location à la journée	80.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/4999293/original/couleurs_salle_1_-_copie__2__-_copie.jpg?1657649188	grande	true	mauvais	true

1816447	salle de castings, ateliers théâtres, danses & répétions  	2-4WPbpFzM6wfzWbL3ygkg	2022-07-12 16:49:05	2022-09-05 15:02:12	Ouverte	/ Et si on répétait /	Location à l'heure	25.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/4999148/original/50_c_-_copie_-_copie.jpg?1657642526	grande	true	mauvais	true

1802366	Salle spacieuse et lumineuse pour mise à disposition 	8BOP6qd0z2k1n99rAXfUxg	2022-06-15 13:30:44	2022-11-04 09:59:11	Ouverte	/ Et si on répétait /	Location à l'heure	37.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/4953530/original/salle_22.jpg?1655299585	grande	true	mauvais	true

1781387	Itismyloft, résidence théâtre de 700 m²	ddCVFKiJ-hWn6O6inb0GWA	2022-05-12 12:35:05	2023-02-21 11:29:39	Ouverte	/ Et si on répétait /	Location à la journée	180.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/4888165/original/sc_ne_4.jpg?1652358578	grande	true	mauvais	true

1775376	Grande salle lumineuse à Daumesnil-Nation	lz-fXYKEe3sGw9FDcgTCqA	2022-05-02 09:19:55	2022-05-16 09:11:17	Ouverte	/ Et si on répétait /	Location à l'heure	50.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/4867890/original/img_4594.jpg?1651483178	grande	true	mauvais	true

1774351	location salle de répétition avec son et lumière	3pPc10-z_10fWOaaHLTQNw	2022-04-30 11:36:33	2022-05-16 09:11:23	Ouverte	/ Et si on répétait /	Location à la journée	250.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/4864934/original/13427__1_.jpg?1651318572	grande	true	mauvais	true

1774349	location salle de répétition avec son et lumière	3pPc10-z_10fWOaaHLTQNw	2022-04-30 11:32:21	2022-05-16 09:11:28	Ouverte	/ Et si on répétait /	Location à l'heure	35.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/4864930/original/13426.jpg?1651318313	grande	true	mauvais	true

1774346	Location salle de spectacle théâtre avec son et lumière	3pPc10-z_10fWOaaHLTQNw	2022-04-30 11:27:59	2022-05-16 09:11:35	Ouverte	/ Et si on répétait /	Location à la journée	300.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/4864918/original/13431.jpg?1651318068	grande	true	mauvais	true

1774345	Location salle de spectacle théâtre avec son et lumière	3pPc10-z_10fWOaaHLTQNw	2022-04-30 11:24:51	2022-05-16 09:11:43	Ouverte	/ Et si on répétait /	Location à l'heure	55.00	EUR	par heure	https://user-assets.sharetribe.com/images/listing_images/images/4864908/original/13432.jpg?1651317785	grande	true	mauvais	true

1772016	Grande salle lumineuse à Nation	lz-fXYKEe3sGw9FDcgTCqA	2022-04-27 10:24:07	2023-02-21 11:29:26	Ouverte	/ Et si on répétait /	Location à la journée	300.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/4859158/original/img_4594.jpg?1651055040	grande	true	mauvais	true

1765723	Les 3 soleils Avignon Salle 2	W7doDE9u99EEXrJww4mpXQ	2022-04-22 13:54:39	2022-04-22 15:23:56	Ouverte	/ Et si on répétait /	Location à la journée	140.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/4848049/original/pc060063.jpg?1650635557	grande	true	mauvais	true

1765559	Les 3 soleils Avignon Salle 1	W7doDE9u99EEXrJww4mpXQ	2022-04-22 10:13:11	2023-02-14 19:33:13	Ouverte	/ Et si on répétait /	Location à la journée	250.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/4847806/original/pc060050.jpg?1650622220	grande	true	mauvais	true

1758523	La Caverne d'Art&Miss	j9hY9jp4nVIjL6qGgIr9Cw	2022-04-15 16:05:23	2022-11-12 11:07:42	Ouverte	/ Et si on répétait /	Location à la journée	100.00	EUR	par jour	https://user-assets.sharetribe.com/images/listing_images/images/4837879/original/dsc9030-1-rep-768x495.jpg?1650209691	grande	true	mauvais	true

